rank,category,product_link,name,avg_rating,review_link,rating_count,prime,Images,sentiment score,Answered_Questions,Price,Discount,customer_review_count
83,petsupplies,/CLEEBOURG-Fountain-Automatic-Dispenser-Replacement/dp/B07Y56R82Y/,"            CLEEBOURG Pet Cat Water Fountain, 2L Automatic Dog Water Dispenser Electric Water Drinking Fountain with 3 Flow Settings & 2 Replacement Filters & 1 Silicone Mat for Cats Dogs Multiple Pets        ",5,/product-reviews/B07Y56R82Y/,94,prime,7,0.6448695,12,23.99,52,99
84,petsupplies,/CZZK-Dog-Whistle-Stop-Barking/dp/B07Y9NTTP9/,            CZZK Dog Whistle to Stop Barking - Barking Control Ultrasonic Patrol Sound Repellent Repeller - Adjustable Pitch in Black Color Free Premium Quality Lanyard Strap        ,1,/product-reviews/B07Y9NTTP9/,2,prime,7,0.4052462,0,9.99,0,3
85,petsupplies,/oneisall-Dog-Nail-Grinder-Rechargeable/dp/B07Y1TTXY5/,            oneisall Dog Nail Grinder - Upgraded 2 Speed Quiet USB Rechargeable Professional Pet Nail Trimmer Paws Grooming & Smoothing Claw Care for Small Medium Large Dogs & Cats        ,4.8,/product-reviews/B07Y1TTXY5/,72,prime,7,0.5560866,12,20.99,0,71
86,petsupplies,/Archies-Cat-Dog-Food-Mat/dp/B07YHLH7BX/,"            Archies Cat Dog Food Mat - Pet Food Mat - Large(24""x16"") 0.5"" Raised Edge Dog Bowl Mat - Non Slip FDA Silicone Dog Mats for Food and Water - Dog Food Mats for Floors Waterproof        ",5,/product-reviews/B07YHLH7BX/,7,prime,7,0.7564949,0,17.97,28,7
87,petsupplies,/PULEIDI-Pet-Dog-Santa-Costume/dp/B07Y8N8YC5/,"            PULEIDI Pet Dog Cat Santa Hat Costume - Christmas Cat Costume with Hat and Scarf for Small Dogs, Perfect for Holloween,Holiday, Christmas,Party, Photos        ",4.2,/product-reviews/B07Y8N8YC5/,3,prime,7,0.6902246,0,6.99,0,3
89,petsupplies,/Vitorun-Handheld-Repellent-Ultrasonic-Deterrent/dp/B07YCG9L9P/,"            Vitorun Handheld Dog Repellent, Ultrasonic Infrared Dog Deterrent, Bark Stopper + Good Behavior Dog Training        ",4,/product-reviews/B07YCG9L9P/,5,prime,7,0.2570858,62,13.99,0,837
90,petsupplies,/Lamphyface-Christmas-Triangle-Snowflake-Accessories/dp/B07YTTX1YB/,            Lamphyface 4Pcs Dog Bandana Christmas Pet Triangle Scarf Plaid Snowflake Accessories Bibs for Dog Cat        ,5,/product-reviews/B07YTTX1YB/,1,prime,5,0.9311101,0,14.99,0,2
91,petsupplies,/YILEGOU-Adjustable-Anti-Slip-Protectors-Chihuahua/dp/B07YHBBC41/,            YILEGOU Dog Shoes Puppy Boots Snow Boots with Adjustable Straps Anti-Slip Sole Paw Protectors for Puppy Dog Cat 4 Pack        ,4.5,/product-reviews/B07YHBBC41/,18,prime,7,0.4668521,0,9.49,0,20
92,petsupplies,/Joytale-Christmas-Breakaway-Patterns-Collars/dp/B07XNKPT6C/,"            Joytale Breakaway Cat Collar with Bow Tie and Bell, Cute Plaid Patterns, 2 Pack Kitty Safety Collars        ",4.5,/product-reviews/B07XNKPT6C/,16,prime,6,0.7611173,0,9.95,0,16
96,petsupplies,/Abbyhouse-Multifunction-Interactive-Suction-Cleaning/dp/B07Z7VS3RH/,"            Abbyhouse Pet Chew Ball Toy Dog Ropes Toy, Multifunction Interactive Ropes Toys with Suction Cup, Teeth Cleaning Ball        ",3.1,/product-reviews/B07Z7VS3RH/,13,prime,6,0.5391613,3,8.9,29,12
98,petsupplies,/Electric-Upgraded-Professional-Recharging-Smoothing/dp/B07YTSJ57N/,            Dog Nail Grinder Electric Pet Nail Trimmer Clippers for Small Medium Large Breed Dog&Cat -Upgraded Professional 3-Speed Electric Recharging Animals Nail Grinder Gentle Painless Paws Grooming Smoothing        ,4.8,/product-reviews/B07YTSJ57N/,77,prime,6,0.7124334,10,16.99,0,90
99,petsupplies,/ZGSZ-Aggressive-Indestructible-Flavored-Non-Toxic/dp/B07Y6YFHM7/,"            ZGSZ Large Dog Toys Durable Dog Chew Toy for Aggressive Chewers, Indestructible Beef Flavored Tough Dog Bone Natural Rubber Teeth Cleaning Chews Non-Toxic Toy for All        ",4,/product-reviews/B07Y6YFHM7/,69,prime,7,0.5452704,0,12.99,0,67
100,petsupplies,/Star-Factory-Teething-Destructive-All-Natural/dp/B07XHGJG1T/,"            Star Factory Puppy and Small Dog Breed Chew Toys. Soothes Gums and Teething Pain, Cleans Teeth, Lessens Destructive Chewing and Anxiety. Durable, Healthy, All-Natural Rubber and Cotton, 4-Pack        ",4.1,/product-reviews/B07XHGJG1T/,65,prime,7,0.8433411,0,10.32,20,57
1,pc,/Fire-HD-10/dp/B07K1RZWMC/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black        ",4.3,/product-reviews/B07K1RZWMC/,1038,prime,7,0.5146212,1000,99.99,14,1414
2,pc,/Fire-HD-10/dp/B07KD6YDKC/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Twilight Blue        ",4.3,/product-reviews/B07KD6YDKC/,1038,prime,7,0.5146212,1000,1000,33,883
3,pc,/Fire-HD-10/dp/B07KD8R6HD/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Plum        ",4.3,/product-reviews/B07KD8R6HD/,1038,prime,7,0.5146212,108,1000,33,883
4,pc,/Fire-HD-10/dp/B07KD6BTCZ/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – White        ",4.3,/product-reviews/B07KD6BTCZ/,1038,prime,7,0.5146212,569,1000,33,883
5,pc,/Fire-HD-10-Kids-Edition/dp/B07KD7K4B1/,"            All-New Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Blue Kid-Proof Case        ",4.4,/product-reviews/B07KD7K4B1/,80,prime,6,0.6264181,117,279.98,1,1690
6,pc,/Fire-HD-10/dp/B07K2HBB1H/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) – Black        ",4.3,/product-reviews/B07K2HBB1H/,1038,prime,7,0.5146212,1000,139.99,26,883
7,pc,/C731-C118-Cel-11-6-32GB-Chrm/dp/B07LDRV83G/,"            Acer Chromebook 11 N7, Celeron N3060, 11.6"" HD, 4GB LPDDR3, 32GB eMMC, Google Chrome, C731-C118        ",4.6,/product-reviews/B07LDRV83G/,11,prime,7,0.8429325,39,149.99,25,10
9,pc,/Fire-HD-10/dp/B07PC8223G/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black - without Special Offers        ",4.3,/product-reviews/B07PC8223G/,1038,prime,7,0.5146212,1000,149.99,2,1960
10,pc,/Fire-HD-10/dp/B07KD7FB5L/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) – Twilight Blue        ",4.3,/product-reviews/B07KD7FB5L/,1038,prime,7,0.5146212,200,139.99,26,883
11,pc,/Fire-HD-10-Kids-Edition/dp/B07KD87XW7/,"            All-New Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Purple Kid-Proof Case        ",4.4,/product-reviews/B07KD87XW7/,80,prime,6,0.6264181,117,149.99,25,68
12,pc,/Fire-HD-10-Kids-Edition/dp/B07KD718K4/,"            All-New Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Pink Kid-Proof Case        ",4.4,/product-reviews/B07KD718K4/,80,prime,6,0.6264181,127,161,12,67
13,pc,/Fire-HD-10/dp/B07KD7CW5T/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) – Plum        ",4.3,/product-reviews/B07KD7CW5T/,1038,prime,7,0.5146212,750,139.99,26,883
14,pc,/Fire-HD-10/dp/B07P5VPJTT/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) – Black - without Special Offers        ",4.3,/product-reviews/B07P5VPJTT/,1038,prime,7,0.5146212,89,154.99,24,883
15,pc,/Special-Amazon-Standing-Charcoal-Charger/dp/B081N8XKBF/,"            Fire HD 10 Tablet (32 GB, Black, With Special Offers) + Amazon Standing Case (Charcoal Black) + 15W USB-C Charger        ",4.3,/product-reviews/B081N8XKBF/,1038,prime,7,0.5146212,1411,149.99,29,883
16,pc,/Twilight-Special-Amazon-Standing-Charger/dp/B081N91PL4/,"            Fire HD 10 Tablet (32 GB, Twilight Blue, With Special Offers) + Amazon Standing Case (Twilight Blue) + 15W USB-C Charger        ",4.3,/product-reviews/B081N91PL4/,1023,prime,7,0.5146212,1000,149.99,29,883
20,pc,/Fire-HD-10/dp/B07KD58DQS/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) – White        ",4.3,/product-reviews/B07KD58DQS/,1038,prime,7,0.5146212,1000,139.99,26,883
21,pc,/Tablet-Special-Amazon-Standing-Charger/dp/B081N86FZC/,"            Fire HD 10 Tablet (32 GB, Plum, With Special Offers) + Amazon Standing Case (Plum) + 15W USB-C Charger        ",4.3,/product-reviews/B081N86FZC/,1038,prime,7,0.5146212,1000,149.99,29,883
22,pc,/CYBERPOWERPC-Xtreme-i5-9400F-GeForce-GXiVR8060A8/dp/B07VGJDKZ4/,"            CYBERPOWERPC Gamer Xtreme VR Gaming PC, Intel Core i5-9400F 2.9GHz, NVIDIA GeForce GTX 1660 6GB, 8GB DDR4, 240GB SSD, 1TB HDD, WiFi Ready & Win 10 Home (GXiVR8060A8, Black)        ",4.5,/product-reviews/B07VGJDKZ4/,514,prime,6,0.7090054,456,599.99,20,494
23,pc,/Anki-Vector-Space/dp/B081KR21TT/,            Vector+Space        ,3.7,/product-reviews/B081KR21TT/,1018,prime,3,0.4755096,653,97.48,0,968
24,pc,/AUKEY-Ethernet-Delivery-Charging-Chromebook/dp/B07Z7H3GJK/,"            USB C Hub AUKEY 8 in 1 Type C Hub with Ethernet Port, 4K USB C to HDMI, 3 USB 3.0 Ports, 100W USB C Power Delivery Charging, SD/TF Card Reader for MacBook Pro, Chromebook Pixel and Other USB C Laptops        ",4.8,/product-reviews/B07Z7H3GJK/,175,prime,6,0.6258587,56,32.99,0,172
25,pc,/Fire-Tablet-2-Pack-Display-Kid-Proof/dp/B07XZZ2MVS/,"            Fire HD 10 Kids Edition Tablet 2-Pack, 10"" HD Display, 32 GB, Kid-Proof Case - Blue/Pink        ",4.4,/product-reviews/B07XZZ2MVS/,79,prime,1,0.6264181,117,279.98,0,68
26,pc,/Special-Amazon-Standing-Charcoal-Charger/dp/B081N87HH9/,"            Fire HD 10 Tablet (64 GB, Black, With Special Offers) + Amazon Standing Case (Charcoal Black) + 15W USB-C Charger        ",4.3,/product-reviews/B081N87HH9/,1038,prime,7,0.5146212,1000,189.99,24,883
27,pc,/Fire-Tablet-2-Pack-Display-Kid-Proof/dp/B07Y11XR3P/,"            Fire HD 10 Kids Edition Tablet 2-Pack, 10"" HD Display, 32 GB, Kid-Proof Case - Purple/Pink        ",4.4,/product-reviews/B07Y11XR3P/,80,prime,1,0.6264181,65,114.99,32,1000
28,pc,/Contixo-Parental-Education-Certified-Playstore/dp/B07Z471PT7/,"            Contixo V8-2 7"" Edition Android 16GB Kids Tablet Parental Control 20+ Learning Education Apps on Google Certified Playstore Toy Tablet for Kids, Kids- Proof, WiFi Camera Best Gift (Pink)        ",4.4,/product-reviews/B07Z471PT7/,61,prime,6,0.8576767,17,54.99,0,64
30,pc,/NEW-Microsoft-Surface-Pro-Touch-Screen/dp/B07YNJGMH6/,"            NEW Microsoft Surface Pro 7 – 12.3"" Touch-Screen - Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum with Black Type        ",4,/product-reviews/B07YNJGMH6/,1,prime,6,0.5,76,279.98,41,4
31,pc,/Samsung-Flat-Monitor-Super-Slim-Design/dp/B07Y2RB6SV/,"            Samsung 27"" FHD Flat Monitor with Super-Slim Design - LS27F354FHNXZA        ",3.1,/product-reviews/B07Y2RB6SV/,4,prime,7,0.6017584,3,119.99,37,4
33,pc,/Twilight-Special-Amazon-Standing-Charger/dp/B081N8NYZQ/,"            Fire HD 10 Tablet (64 GB, Twilight Blue, With Special Offers) + Amazon Standing Case (Twilight Blue) + 15W USB-C Charger        ",4.3,/product-reviews/B081N8NYZQ/,1038,prime,7,0.5146212,56,189.99,24,883
34,pc,/Tablet-Special-Amazon-Standing-Charger/dp/B081N87HHB/,"            Fire HD 10 Tablet (64 GB, Plum, With Special Offers) + Amazon Standing Case (Plum) + 15W USB-C Charger        ",4.3,/product-reviews/B081N87HHB/,1038,prime,7,0.5146212,1000,189.99,24,883
35,pc,/Samsung-Galaxy-128GB-Tablet-Mountain/dp/B07VGJH29F/,"            Samsung Galaxy Tab S6 10.5"", 128GB WiFi Tablet Mountain Gray - SM-T860NZAAXAR        ",4.3,/product-reviews/B07VGJH29F/,96,prime,6,0.4170311,87,28.9,33,16
36,pc,/Carry-Case-Nintendo-Switch-Lite/dp/B07XRSXBS3/,"            Carry Case for Nintendo Switch Lite - LOGROTATE Portable Hard Shell Travel Carrying Bag, Switch Lite Waterproof Case Cover with storage for Switch Lite Console & Accessories & Game Cards, Turquoise        ",5,/product-reviews/B07XRSXBS3/,57,prime,7,0.8248836,17,18.99,0,55
37,pc,/Aesthetic-Stickers-Skateboard-HydroFlask-Waterproof/dp/B07Z7C68JP/,"            Aesthetic VSCO Stickers 100 Pack, 100% Vinyl Stickers for Water Bottles,Skateboard HydroFlask Stickers Laptop Computer Stickers,Hydro Flask Stickers Waterproof for Teen Girls        ",5,/product-reviews/B07Z7C68JP/,6,prime,7,0.9303427,14,8.99,0,5
38,pc,/PICTEK-Upgraded-Programmable-Buttons-Computer/dp/B07WPSNJV7/,"            PICTEK Gaming Mouse Wired, [2019 Upgraded]RGB Mouse Gaming with Fire & Sniper Button, 10 Programmable Buttons, 12000 DPI, Weight Tuning Set, Computer Mouse for Laptop, USB Mouse for Windows PC Gamer        ",4.6,/product-reviews/B07WPSNJV7/,45,prime,7,0.6006478,11,24.99,0,36
39,pc,/Tablet-Tagital-Android-Pre-Installed-Kid-Proof/dp/B07Z6287PH/,"            Kids Tablet, Tagital T7K Plus 7 Inch Android 9.0 Tablet for Kids, 1GB +16GB, Kid Mode Pre-Installed, WiFi Android Tablet, Kid-Proof Case (Pink)        ",4.3,/product-reviews/B07Z6287PH/,36,no prime,7,0.8237114,10,59.99,0,35
40,pc,/Samsung-Galaxy-128GB-Tablet-Cloud/dp/B07VFFCHL9/,"            Samsung Galaxy Tab S6 10.5"",  128GB WiFi Tablet Cloud Blue - SM-T860NZBAXAR        ",4.3,/product-reviews/B07VFFCHL9/,96,prime,6,0.4170311,146,549.99,15,78
41,pc,/Android-Display-Tablets-Quad-Core-Kid-Proof/dp/B07YC1YNYB/,            Kids Tablet PC Android 8.1 OS 7 Inch Full HD Display Tablets for Kids 1GB RAM 16 GB Storage Quad-Core 1.3Hz WiFi Tablet Soft Shock&Kid-Proof Case (Pink)        ,4.8,/product-reviews/B07YC1YNYB/,45,prime,6,0.936775,4,59.95,0,45
42,pc,/Samsung-Galaxy-256GB-Tablet-Mountain/dp/B07V9PQ6CD/,"            Samsung Galaxy Tab S6 10.5"",  256GB WiFi Tablet Mountain Gray - SM-T860NZALXAR        ",4.3,/product-reviews/B07V9PQ6CD/,96,prime,6,0.4170311,854,11,50,25
44,pc,/Microsoft-Surface-Laptop-Touch-Screen-Memory/dp/B07YNK9T9Z/,"            Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 256GB Solid State Drive (Latest Model) – Matte Black        ",3.8,/product-reviews/B07YNK9T9Z/,18,prime,6,0.5502544,43,999,23,17
45,pc,/Google-Nest-Wifi-AC2200-Coverage/dp/B07YMJ57MB/,            Google Nest WiFi Router 2 Pack – 4x4 AC2200 Mesh Wi-Fi Routers with 4400 sq ft Coverage        ,3.5,/product-reviews/B07YMJ57MB/,34,prime,4,0.4465088,123,45,45,36
46,pc,/Contixo-Parental-Education-Certified-Playstore/dp/B07Z48G4G6/,"            Contixo V8-2 7"" Edition Android 16GB Kids Tablet Parental Control 20+ Learning Education Apps on Google Certified Playstore Toy Tablet for Kids, Kids- Proof, WiFi Camera Best Gift (Dark Blue)        ",4.4,/product-reviews/B07Z48G4G6/,61,no prime,6,0.8576767,17,59.99,0,64
47,pc,/Google-Nest-Wifi-Router-Coverage/dp/B07YMKD6SM/,            Google Nest WiFi Router – 4x4 AC2200 Mesh Wi-Fi Router with 2200 sq ft Coverage        ,3.5,/product-reviews/B07YMKD6SM/,34,prime,4,0.4465088,71,149,12,33
48,pc,/BeyondTab-Android-Unlocked-Phablet-Bluetooth/dp/B07YHFSW2Z/,"            BeyondTab 10 inch Android Tablet Unlocked Pad with Dual SIM Card Slot 10.1"" IPS Screen 4GB RAM 64GB ROM 3G Phablet Built-in Bluetooth WiFi GPS Tablet (2019 Version)        ",4.5,/product-reviews/B07YHFSW2Z/,58,no prime,7,0.8132593,18,89.99,0,62
49,pc,/Newest-Flagship-HP-Pentium-Keyboard/dp/B07XF1JWBM/,"            Newest 2019 Flagship HP 14"" Laptop Intel Pentium Gold 4GB Ram 128GB SSD Ash Silver Keyboard Frame        ",4.1,/product-reviews/B07XF1JWBM/,19,no prime,7,0.5932081,21,248.48,0,16
50,pc,/Contixo-Parental-Education-Certified-Playstore/dp/B07Z492NQ7/,"            Contixo V8-2 7"" Edition Android 16GB Kids Tablet Parental Control 20+ Learning Education Apps on Google Certified Playstore Toy Tablet for Kids, Kids- Proof, WiFi Camera Best Gift (Blue)        ",4.4,/product-reviews/B07Z492NQ7/,61,prime,6,0.8576767,17,54.99,5,64
51,pc,/Contixo-Parental-Education-Certified-Playstore/dp/B07Z48S2TR/,"            Contixo V8-2 7"" Edition Android 16GB Kids Tablet Parental Control 20+ Learning Education Apps on Google Certified Playstore Toy Tablet for Kids, Kids- Proof, WiFi Camera Best Gift (Purple)        ",4.4,/product-reviews/B07Z48S2TR/,61,prime,6,0.8576767,17,59.99,0,64
53,pc,/Acer-Chromebook-C732-C6WU-11-6-LCD/dp/B0799Z328L/,"            Acer Chromebook 11, Celeron N3350, 11.6"" HD, 4GB LPDDR4, 32GB eMMC, Google Chrome, C732-C6WU        ",4.6,/product-reviews/B0799Z328L/,11,prime,6,0.8429325,39,192.99,12,10
54,pc,/Fashion-Brand-Skateboard-Stickers-100PCS/dp/B07YJD3CKP/,            Fashion Vans Logo Brand Skateboard Stickers[100PCS] - Vinyl Sticker for Snowboard Laptop Cars Motorcycle Bike Luggage - Street Dreams Culture Graffiti DIY Patches Decals for Adults Boy Skateboarder        ,4.6,/product-reviews/B07YJD3CKP/,56,prime,7,0.7482465,0,7.99,0,51
55,pc,/Dragon-Touch-Android-Quad-Core-Processor/dp/B07WYZ1B6T/,"            Dragon Touch 7 inch Tablet, Android 9.0 Pie, Quad-Core Processor, 2GB RAM 16GB Storage, 7 inch IPS HD Display, Dual Camera, Wi-Fi Only, Black        ",4.6,/product-reviews/B07WYZ1B6T/,64,prime,7,0.7973651,32,69.99,0,68
56,pc,/Roberly-Stickers-Bottles-Waterproof-Skateboard/dp/B07XG7QG5C/,"            Roberly Blue VSCO Stickers for Water Bottles, 50 Pcs Vinyl Hydro Flask Stickers Waterproof Cute Stickers for Laptop Teen Girls Guitar Skateboard Stickers Decals        ",5,/product-reviews/B07XG7QG5C/,10,prime,6,0.8695377,883,34,10,64
57,pc,/Acer-CB272-bmiprx-FreeSync-Technology/dp/B07WMTLW2R/,"            Acer CB272 bmiprx 27 inches Full HD (1920 x 1080) IPS Zero Frame Monitor with AMD Radeon FreeSync Technology - 1ms VRB & 75Hz Refresh (Display, HDMI & VGA port)        ",4,/product-reviews/B07WMTLW2R/,52,prime,7,0.3659138,19,129.99,16,46
59,pc,/Razer-Kraken-Kitty-Gaming-Headset/dp/B07XYPXB9Q/,            Razer Kraken Kitty RGB USB Gaming Headset: THX 7.1 Spatial Surround Sound - Chroma RGB Lighting - Retractable Active Noise Cancelling Mic - Lightweight Aluminum Frame - for PC - Quartz Pink        ,4.4,/product-reviews/B07XYPXB9Q/,322,prime,6,0.4537824,102,149.99,0,266
60,pc,/ASUS-Chromebook-Clamshell-Processor-C425TA-DH384/dp/B07VT254P6/,"            ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-DH384        ",3.9,/product-reviews/B07VT254P6/,43,prime,6,0.6029737,11,143,20,76
61,pc,/HP-15-6inch-Laptop-Dual-Core-Processor/dp/B07ZWGY1RT/,"            HP 15.6inch Premium Flagship Laptop, AMD Dual-Core A9-9425 Processor Up to 3.7GHz, 4GB Ram, 1TB HDD, AMD Radeon R5 Graphics, DVD+/-RW, WiFi, Bluetooth, HDMI, Win10 Home-(Renewed)        ",4,/product-reviews/B07ZWGY1RT/,50,prime,5,0.6248109,62,239.99,0,40
62,pc,/Special-Amazon-Standing-Sandstone-Charger/dp/B081N96ZWP/,"            Fire HD 10 Tablet (32 GB, White, With Special Offers) + Amazon Standing Case (Sandstone White) + 15W USB-C Charger        ",4.3,/product-reviews/B081N96ZWP/,1038,prime,7,0.5146212,987,99.99,24,65
63,pc,/Samsung-Galaxy-256GB-Tablet-Cloud/dp/B07VFFC4FS/,"            Samsung Galaxy Tab S6 10.5"",  256GB WiFi Tablet Cloud Blue - SM-T860NZBLXAR        ",4.3,/product-reviews/B07VFFC4FS/,96,prime,6,0.4170311,146,629.99,14,78
64,pc,/Tablet-Tagital-Android-Pre-Installed-Kid-Proof/dp/B07Z5Y1PB1/,"            Kids Tablet, Tagital T7K Plus 7 Inch Android 9.0 Tablet for Kids, 1GB +16GB, Kid Mode Pre-Installed, WiFi Android Tablet, Kid-Proof Case (Blue)        ",4.3,/product-reviews/B07Z5Y1PB1/,36,prime,6,0.8237114,10,59.99,0,35
65,pc,/Contixo-Parental-Education-Certified-Playstore/dp/B07Z468QMZ/,"            Contixo V8-2 7"" Edition Android 16GB Kids Tablet Parental Control 20+ Learning Education Apps on Google Certified Playstore Toy Tablet for Kids, Kids- Proof, WiFi Camera Best Gift (Red)        ",4.4,/product-reviews/B07Z468QMZ/,61,no prime,6,0.8576767,93,199.99,25,81
66,pc,/HP-Pentium-Bluetooth-Windows-14-CF0012DX/dp/B07SHJ8HXY/,"            2019 HP 14“ Laptop (Intel Pentium Gold 2.3GHz, Dual Cores, 4GB DDR4 RAM, 128GB SSD, Wi-Fi, Bluetooth, HDMI, Windows 10 Home) (Ash Silver) (14-CF0012DX)        ",3.8,/product-reviews/B07SHJ8HXY/,9,prime,7,0.5362996,10,240.79,0,8
67,pc,/Android-Display-Tablets-Quad-Core-Kid-Proof/dp/B07YBZZMHT/,            Kids Tablet PC Android 8.1 OS 7 Inch Full HD Display Tablets for Kids 1GB RAM 16 GB Storage Quad-Core 1.3Hz WiFi Tablet Soft Shock&Kid-Proof Case (Blue)        ,4.8,/product-reviews/B07YBZZMHT/,45,prime,7,0.936775,4,59.95,0,45
68,pc,/Android-Certified-Quad-Core-Processor-Bluetooth/dp/B07XSNC6BD/,"            Tablet 10 inch Android 8.1 Oreo Go Edition,Google Certified, 10.1"" 3G/WiFi Tablets with Dual Sim Card Slots and Carmera,6000mAh Battery,Quad-Core Processor,16GB, Bluetooth,GPS        ",4.2,/product-reviews/B07XSNC6BD/,114,prime,7,0.8283276,11,345,17,86
69,pc,/Carry-Case-Nintendo-Switch-Lite/dp/B07XRRXR9C/,"            Carry Case for Nintendo Switch Lite - Portable Hard Shell Travel Carrying Bag, Nintendo Switch Lite Waterproof Case Cover with storage for Switch Lite Console & Accessories & Game Cards, Gray        ",4.8,/product-reviews/B07XRRXR9C/,22,prime,7,0.902893,68,76,89,75
70,pc,/Carry-Case-Nintendo-Switch-Lite/dp/B07XRRZDP3/,"            Carry Case for Nintendo Switch Lite - LOGROTATE Portable Hard Shell Travel Carrying Bag, Switch Lite Waterproof Case Cover with storage for Switch Lite Console & Accessories & Game Cards, Yellow        ",4.8,/product-reviews/B07XRRZDP3/,22,prime,7,0.902893,54,14,65,71
71,pc,/NETGEAR-Nighthawk-12-Stream-Router-Rax200/dp/B07PNR2VMD/,            NETGEAR Nighthawk AX12 12-Stream Wifi 6 Router (Rax200) - AX11000 Tri-Band Wireless Speed (Up to 10.8 Gbps) | Coverage for Large Homes | 4 X 1G and 1 X 2.5G Ethernet Ports | 2 X 3.0 USB        ,3.9,/product-reviews/B07PNR2VMD/,1349,prime,6,0.2898764,305,548.99,9,1310
72,pc,/HP-17-BY1053DX-17-3-Laptop-i5-8265U/dp/B07Y5LZBK4/,            HP (17-BY1053DX) 17.3 Laptop - Core i5-8265U - 8GB Memory - 256GB Solid State Drive - Jet Black/Maglia Pattern        ,5,/product-reviews/B07Y5LZBK4/,2,no prime,4,0.9762135,0,89,11,2
74,pc,/Dell-Inspiron-i3583-Touch-Screen-Laptop/dp/B081721LTM/,"            New ! Dell Inspiron i3583 15.6"" HD Touch-Screen Laptop - Intel i5-8265U - 8GB DDR4-256GB SSD - Windows 10 - Wireless-AC - Bluetooth, SD Card Reader, HDMI & USB 3.1 -Waves MaxxAudio Pro- Black        ",3.8,/product-reviews/B081721LTM/,80,prime,7,0.2097489,81,411.95,0,71
75,pc,/Retro-Bit-Official-Wireless-Controller-8-Button/dp/B07XVHSNCS/,"            Retro-Bit Official Sega Saturn 2.4 GHz Wireless Controller 8-Button Arcade Pad for Sega Saturn, Sega Genesis Mini, Nintendo Switch, PS3, PC, Mac - Includes 2 Receivers & Storage Case - Slate Grey        ",4.2,/product-reviews/B07XVHSNCS/,10,prime,7,0.8420735,3,34.99,0,10
76,pc,/Special-Amazon-Standing-Sandstone-Charger/dp/B081N87HHF/,"            Fire HD 10 Tablet (64 GB, White, With Special Offers) + Amazon Standing Case (Sandstone White) + 15W USB-C Charger        ",4.3,/product-reviews/B081N87HHF/,1038,prime,7,0.5146212,1000,189.99,24,884
78,pc,/HP-Dual-Core-Processor-Bluetooth-14-cb161wm/dp/B07YXSLFDH/,"            2019 Newest HP Stream 14"" HD(1366x768) Display, Intel Celeron N4000 Dual-Core Processor, 4GB RAM, 32GB eMMC, HDMI, WiFi, Webcam, Bluetooth, Win10 S, Royal Blue, 14-cb161wm(Renewed)        ",3.1,/product-reviews/B07YXSLFDH/,216,prime,5,0.5539237,151,174.99,50,200
79,pc,/Stickers-Bottles-Waterproof-Computer-Skateboards/dp/B07XB6NG7S/,"            Cute VSCO Stickers for Water Bottles, 103 Pack Trendy Waterproof Water Bottle Stickers Laptop Stickers for Teen Girls Kids Computer Guitar Skate Skateboards Stickers Popular Element Decals        ",4.8,/product-reviews/B07XB6NG7S/,26,prime,7,0.7402751,45,43,18,18
80,pc,/Linksys-Tri-Band-Wireless-Future-Proof-MU-Mimo/dp/B07Y45V3TK/,"            Linksys Mesh WiFi Router (Tri-Band Router, Wireless Mesh Router for Home AC3000), Future-Proof MU-Mimo Fast Wireless Router        ",4.5,/product-reviews/B07Y45V3TK/,202,prime,7,0.3231959,53,229,8,194
